name,description
EN_INDCi2030_600f_NDCp,"EN_INDCi2030_600f_NDCp envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 600f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_700,"EN_INDCi2030_700 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 700, carbon budget 700, climate scenario, emission target 700, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_700f,"EN_INDCi2030_700f illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 700f, climate scenario, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_800,"EN_INDCi2030_800 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 800, carbon budget 800, climate scenario, emission target 800, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2030_900,"EN_INDCi2030_900 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 900, carbon budget 900, climate scenario, emission target 900, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
EN_INDCi2100_COV_NDCp,"EN_INDCi2100_COV_NDCp represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: climate scenario, cov, emissions pathway, en, energy transition, global model scenario, indci2100, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_INDCi2100_NDCp,"EN_INDCi2100_NDCp portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, en, energy transition, global model scenario, indci2100, mitigation pathway, national climate commitment, ndcp, paris pledges, policy scenario, technology scenario"
EN_NPi2020_1000_COV,"EN_NPi2020_1000_COV envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1000, carbon budget 1000, climate scenario, cov, emission target 1000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_1000f_COV,"EN_NPi2020_1000f_COV represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1000f, climate scenario, cov, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2000,"EN_NPi2020_2000 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 2000, carbon budget 2000, climate scenario, emission target 2000, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2000f,"EN_NPi2020_2000f illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 2000f, climate scenario, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2500,"EN_NPi2020_2500 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 2500, carbon budget 2500, climate scenario, emission target 2500, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_2500f,"EN_NPi2020_2500f describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 2500f, climate scenario, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_400,"EN_NPi2020_400 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 400, carbon budget 400, climate scenario, emission target 400, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
EN_NPi2020_400_lowBECCS,"EN_NPi2020_400_lowBECCS portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 400, bioenergy carbon capture, carbon budget 400, climate scenario, emission target 400, emissions pathway, en, energy transition, global model scenario, lowbeccs, mitigation pathway, negative emissions tech, npi2020, policy scenario, technology scenario"
EN_NPi2020_400f_lowBECCS,"EN_NPi2020_400f_lowBECCS envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 400f, bioenergy carbon capture, climate scenario, emissions pathway, en, energy transition, global model scenario, lowbeccs, mitigation pathway, negative emissions tech, npi2020, policy scenario, technology scenario"
EN_NPi2020_500,"EN_NPi2020_500 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 500, carbon budget 500, climate scenario, emission target 500, emissions pathway, en, energy transition, global model scenario, mitigation pathway, npi2020, policy scenario, technology scenario"
